X1;X2;X3
5.24098019103639;-9.65110480256735;6.98960637536359
2.59380905560429;-9.86727051345538;6.35874575956485
3.3391148329111;-9.46336582774187;6.1437717170904
5.30784758628995;-8.57850441592251;3.05830470926118
3.47962118863924;-8.61738807962368;4.09194387489951
4.10134475299104;-7.67868587569595;3.85923191728519
4.00667644711652;-9.16324753178247;2.96852260168226
4.83965368089505;-10.2780711832893;3.68364313739477
3.8531089179109;-7.85864325133142;4.66187591146221
3.80513694141601;-8.37653235235737;6.57643776290533
4.90303935843276;-10.7805298334157;5.78180667259367
4.7006292448668;-11.1214898670788;4.28096175504426
4.11168404695173;-11.4519713660662;4.47730602434934
3.47595016370965;-7.7724012264227;4.7289758256862
3.45824577145667;-10.9882030263218;4.14853058910393
5.40611652042198;-7.32407429635918;4.73288267877209
3.84015625235936;-10.3091905723617;5.27290712323922
4.83067959062971;-7.86009952715834;6.72666038188517
4.18880632875323;-7.94805186352452;6.87911832578083
3.34418987958377;-8.53686846666287;3.82146762972745
4.27034658222618;-10.2731884123647;4.14255390515507
2.64958168691612;-9.78349200360996;5.93901459126884
3.77895558064675;-8.23811140244885;3.62632852975806
6.81058427825699;-9.31949901927431;5.76976317109397
3.81224823813083;-8.49412861888744;6.11199418471521
3.2040067395458;-7.67423948627515;4.71407443666783
4.33557319600284;-7.72391283154669;6.98481520724537
5.83637406754703;-8.51238887325566;5.62973134751848
3.22002780828139;-7.65349545619104;5.70682430084931
6.74043352409794;-9.7390673677475;4.70113173343419
2.87732038081357;-9.12918605634082;3.76562462491711
4.31652433113058;-9.56545687848235;4.14918641273236
4.77563437769198;-10.1862213513249;5.87656756846863
5.39974709080239;-8.62967043806531;5.69464642740179
5.06275811491931;-8.63872604136446;5.80859583903617
5.23046675696376;-9.72900927579389;3.96495529077538
6.33949038823547;-10.859425581606;4.45157173505184
5.47914564058385;-10.5794788381655;6.64482866978289
5.40675150637592;-8.86234984840005;6.69394681106857
2.88756790511821;-9.63937536783225;6.01123415665376
3.74784388983446;-9.65649643265436;4.76493980954329
3.5477265090702;-10.5836384778265;4.46625887977738
4.71455753395267;-9.17498079479141;4.93169063925961
5.31875730463751;-7.26280900051086;4.63606742270973
5.66660592541728;-8.70024552578887;5.04768269220684
2.53485998592332;-9.9279800954993;4.91398818663447
4.90762281952234;-9.69586782122181;5.83295362752276
2.83777783457269;-8.46824278834383;6.53417538569128
5.50649851107782;-8.84868444956596;6.5020525555307
5.44689984450679;-11.0830009605143;6.69132398697836
4.09182275146245;-11.1555771648299;6.34972755609093
3.80281262072052;-11.1662763373865;4.93031573510771
5.07974412649063;-9.80700236707091;3.78807207000412
3.86948666033757;-11.2660054729482;5.10274483575508
3.18692056021653;-7.83556557087239;5.88358757753767
6.16489794441658;-9.43918580139627;3.98317304481554
3.47117145138551;-8.50064169451772;4.00533632631318
5.63042156322327;-11.0832473604533;6.15815718364207
5.27129404362893;-8.61844379101723;4.44765604124886
5.68954431186214;-10.8820291122763;4.347876908709
2.81988338196492;-9.79318798998758;5.87695382090494
5.55750599123889;-9.6005873205998;6.7411067207715
5.1407758628752;-9.30576425267465;6.02713506347488
2.95156847944171;-8.68598333799689;4.12620719213914
4.51903463562806;-9.70404982726492;4.68740994171659
6.12716859101619;-9.38717993198533;6.02542104656352
2.94969125339155;-8.48874522005263;6.52302415471062
5.17238015659033;-7.3331319505193;5.59475506294324
3.25123239266789;-9.0165137702955;5.33218317199819
6.78302222689531;-9.18218943904066;5.55817982518564
4.27852942715254;-7.8198133734871;7.02361205579984
4.98506820809824;-9.07924180507952;3.07888343531572
5.86018495282068;-8.69203369304333;4.99600912252566
5.50365277114473;-8.15261494777189;4.82107889611026
5.49364271568516;-10.7770099024823;3.4711834759706
5.12009778477238;-11.4742931431984;4.78835617405072
4.06944241471788;-8.86259008880414;4.14351940183914
6.01929136856626;-9.7080504267124;7.14777889622301
5.1785607355155;-11.3393436613356;5.81537900262918
4.75875290441398;-9.16811323073773;3.41701267599858
4.80941390493758;-11.2531581521303;4.0763655673516
6.26786791538221;-9.46791200487407;3.7255010361594
